,Calories,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Sugars,Sugar Alcohol,Protein,Vitamin A,Vitamin C,Calcium,Iron,class
3636,110.0,2,0.0,0.5,0.5,0.0,0,140.0,18.0,3.0,0.0,0,4.0,20,0,20,20,'In Moderation'
3637,210.0,3,0.0,0.0,0.0,0.0,0,75.0,45.0,5.0,17.0,0,4.0,0,4,2,6,'In Moderation'
3638,150.0,3,0.5,1.0,1.0,0.0,0,0.0,27.0,4.0,1.0,0,5.0,0,0,0,10,'In Moderation'
3639,140.0,7,1.5,3.0,2.0,0.0,0,0.0,18.0,2.0,6.0,0,3.0,0,0,0,4,'Less Often'
3640,130.0,5,0.5,2.0,1.0,0.0,0,20.0,22.0,2.0,5.0,0,3.0,0,0,0,4,'Less Often'
3641,130.0,4,1.0,1.5,1.0,0.0,0,10.0,21.0,2.0,7.0,0,3.0,0,0,0,4,'In Moderation'
3642,140.0,7,2.0,2.5,2.0,0.0,0,5.0,18.0,2.0,5.0,0,3.0,0,0,0,4,'Less Often'
3643,120.0,3,0.0,1.0,1.0,0.0,0,10.0,22.0,2.0,4.0,0,4.0,0,0,0,4,'In Moderation'
3644,120.0,2,0.0,0.5,0.5,0.0,0,15.0,23.0,3.0,3.0,0,4.0,0,0,0,6,'In Moderation'
3645,240.0,9,2.0,0.0,0.0,0.0,0,55.0,35.0,4.0,15.0,0,4.0,0,0,0,4,'Less Often'
3646,230.0,10,2.0,0.0,0.0,0.0,0,60.0,33.0,4.0,14.0,0,4.0,0,0,0,4,'Less Often'
3647,220.0,7,2.0,0.0,0.0,0.0,0,60.0,38.0,4.0,18.0,0,3.0,0,0,0,4,'In Moderation'
3648,140.0,7,0.5,3.0,2.5,0.0,0,25.0,15.0,3.0,6.0,0,6.0,0,0,2,4,'Less Often'
3649,130.0,4,0.5,1.5,1.0,0.0,0,0.0,22.0,2.0,7.0,0,3.0,0,0,0,4,'In Moderation'
3650,190.0,2,0.0,0.0,0.0,0.0,0,300.0,40.0,5.0,12.0,0,4.0,0,0,2,8,'In Moderation'
3651,170.0,1,0.0,0.0,0.0,0.0,0,220.0,39.0,2.0,8.0,0,2.0,0,0,2,4,'In Moderation'
3652,220.0,4,0.5,0.0,0.0,0.0,0,220.0,42.0,5.0,14.0,0,6.0,0,0,4,10,'In Moderation'
3653,220.0,4,0.5,0.0,0.0,0.0,0,190.0,42.0,5.0,15.0,0,6.0,0,0,2,8,'In Moderation'
3654,110.0,0,0.0,0.0,0.0,0.0,0,250.0,25.0,0.0,3.0,0,2.0,15,25,0,50,'In Moderation'
3655,190.0,1,0.0,0.0,0.0,0.0,0,210.0,45.0,4.0,20.0,0,3.0,10,0,0,25,'In Moderation'
3656,120.0,2,0.0,0.5,0.5,0.0,0,135.0,24.0,2.0,11.0,0,2.0,10,10,10,25,'In Moderation'
3657,240.0,6,1.0,3.0,2.0,0.0,0,130.0,40.0,4.0,13.0,0,6.0,0,0,2,10,'In Moderation'
3658,130.0,2,0.0,0.5,0.5,0.0,0,170.0,27.0,3.0,12.0,0,3.0,20,0,10,20,'In Moderation'
3659,110.0,3,1.0,1.0,0.5,0.0,0,200.0,21.0,1.0,9.0,0,2.0,0,0,0,25,'Less Often'
3660,160.0,2,0.0,0.5,1.0,0.0,0,240.0,32.0,3.0,13.0,0,4.0,20,0,10,20,'Less Often'
3661,100.0,2,0.0,0.5,0.5,0.0,0,80.0,18.0,3.0,1.0,0,4.0,20,0,10,45,'In Moderation'
3662,80.0,1,0.0,0.0,0.0,0.0,0,80.0,23.0,10.0,6.0,0,4.0,10,10,10,25,'In Moderation'
3663,130.0,2,0.0,0.5,0.5,0.0,0,170.0,27.0,3.0,12.0,0,3.0,20,0,10,20,'Less Often'
3664,100.0,1,0.0,0.0,0.0,0.0,0,110.0,22.0,2.0,6.0,0,3.0,0,70,2,4,'In Moderation'
3665,110.0,1,0.0,0.0,0.0,0.0,0,125.0,25.0,2.0,4.0,0,3.0,0,0,0,25,'Less Often'
3666,220.0,3,0.5,0.0,0.0,0.0,0,260.0,46.0,5.0,12.0,0,6.0,0,35,2,10,'In Moderation'
3667,230.0,3,0.5,0.0,0.0,0.0,0,220.0,43.0,4.0,15.0,0,6.0,0,25,2,10,'In Moderation'
3668,120.0,2,0.0,0.0,0.0,0.0,0,125.0,25.0,2.0,6.0,0,2.0,0,0,2,6,'In Moderation'
3669,130.0,1,0.0,0.0,0.0,0.0,0,150.0,30.0,1.0,16.0,0,1.0,10,25,0,25,'Less Often'
3670,230.0,6,1.0,3.5,0.5,0.0,0,110.0,42.0,3.0,14.0,0,5.0,0,0,2,8,'In Moderation'
3671,220.0,5,1.0,1.0,2.0,0.0,0,160.0,42.0,3.0,14.0,0,5.0,0,0,2,8,'In Moderation'
3672,210.0,3,0.5,1.0,1.5,0.0,0,200.0,42.0,3.0,16.0,0,5.0,0,0,2,8,'In Moderation'
3673,210.0,5,1.0,1.5,2.5,0.0,0,80.0,38.0,3.0,14.0,0,5.0,0,0,2,6,'In Moderation'
3674,210.0,2,0.0,0.0,0.0,0.0,0,190.0,45.0,4.0,8.0,0,5.0,0,0,0,25,'In Moderation'
3675,100.0,0,0.0,0.0,0.0,0.0,0,200.0,24.0,1.0,2.0,0,2.0,10,10,0,45,'In Moderation'
3676,200.0,3,1.0,0.0,0.0,0.0,0,360.0,43.0,8.0,11.0,0,5.0,10,10,2,25,'In Moderation'
3677,110.0,1,0.0,0.0,0.0,0.0,0,180.0,25.0,3.0,7.0,0,2.0,10,10,10,30,'In Moderation'
3678,180.0,1,0.0,0.0,0.0,0.0,0,340.0,43.0,6.0,14.0,0,5.0,10,0,2,25,'In Moderation'
3679,230.0,3,1.0,0.0,0.0,0.0,0,150.0,49.0,3.0,18.0,0,4.0,15,2,2,10,'In Moderation'
3680,120.0,0,0.0,0.0,0.0,0.0,0,140.0,26.0,2.0,4.0,0,2.0,2,0,0,2,'Less Often'
3681,120.0,1,0.0,0.0,0.6,0.0,0,125.0,24.0,3.0,4.0,0,3.0,0,0,0,6,'Less Often'
3682,110.0,2,0.0,0.0,0.0,0.0,0,160.0,24.0,2.0,2.0,0,2.0,0,0,0,4,'In Moderation'
3683,110.0,2,0.0,0.0,0.0,0.0,0,115.0,25.0,3.0,4.0,0,2.0,0,0,0,4,'Less Often'
3684,180.0,3,0.0,0.0,0.0,0.0,0,190.0,37.0,6.0,0.0,0,8.0,0,0,0,10,'In Moderation'
3685,190.0,3,0.5,0.0,0.0,0.0,0,110.0,40.0,3.0,14.0,0,4.0,15,2,0,10,'In Moderation'
3686,100.0,2,0.0,0.5,0.5,0.0,0,80.0,19.0,3.0,0.0,0,4.0,20,0,10,45,'In Moderation'
3687,190.0,1,0.0,0.0,0.0,0.0,0,200.0,40.0,6.0,0.0,0,8.0,0,0,0,10,'In Moderation'
3688,200.0,3,0.0,0.0,0.0,0.0,0,190.0,38.0,6.0,0.0,0,8.0,0,0,2,10,'In Moderation'
3689,190.0,1,0.0,0.0,0.0,0.0,0,160.0,41.0,5.0,8.0,0,7.0,0,0,2,10,'In Moderation'
3690,120.0,2,0.0,0.0,0.0,0.0,0,115.0,25.0,1.0,12.0,0,2.0,10,25,0,25,'Less Often'
3691,90.0,1,0.0,0.0,0.0,0.0,0,0.0,26.0,8.0,6.0,0,2.0,15,25,2,50,'In Moderation'
3692,110.0,0,0.0,0.0,0.0,0.0,0,130.0,25.0,2.0,8.0,0,2.0,15,25,0,50,'In Moderation'
3693,120.0,0,0.0,0.0,0.0,0.0,0,320.0,29.0,0.0,3.0,0,2.0,10,10,0,50,'In Moderation'
3694,100.0,1,0.5,0.0,0.0,0.0,0,80.0,24.0,4.0,8.0,0,3.0,15,25,0,50,'In Moderation'
3695,110.0,1,0.0,0.0,0.0,0.0,0,125.0,24.0,2.0,7.0,0,2.0,15,25,0,50,'In Moderation'
3696,220.0,3,0.5,0.0,0.0,0.0,0,210.0,42.0,4.0,0.0,15,7.0,0,35,2,10,'In Moderation'
3697,120.0,2,0.0,0.0,0.0,0.0,0,200.0,24.0,4.0,5.0,0,4.0,0,8,2,4,'In Moderation'
3698,220.0,3,0.5,0.0,0.0,0.0,0,140.0,43.0,4.0,0.0,14,6.0,0,25,25,25,'In Moderation'
3699,180.0,2,0.0,0.0,0.0,0.0,0,140.0,42.0,14.0,8.0,0,5.0,0,0,2,15,'In Moderation'
3700,190.0,2,0.0,0.0,0.0,0.0,0,140.0,42.0,10.0,11.0,0,5.0,0,100,2,15,'In Moderation'
3701,200.0,3,0.0,0.0,0.0,0.0,0,140.0,42.0,10.0,9.0,0,5.0,0,0,2,10,'In Moderation'
3702,120.0,2,0.0,0.0,0.0,0.0,0,80.0,24.0,2.0,10.0,0,3.0,0,0,10,10,'Less Often'
3703,100.0,1,0.0,0.0,0.0,0.0,0,190.0,22.0,3.0,4.0,0,3.0,10,10,2,45,'In Moderation'
3704,110.0,1,0.0,0.0,0.0,0.0,0,80.0,25.0,1.0,3.0,0,2.0,0,0,2,2,'In Moderation'
3705,110.0,2,0.0,0.5,0.5,0.0,0,210.0,22.0,3.0,1.0,0,3.0,10,10,10,45,'In Moderation'
3706,110.0,2,0.5,0.5,0.5,0.0,0,170.0,22.0,3.0,6.0,0,3.0,20,0,10,20,'In Moderation'
3707,120.0,2,0.5,0.5,0.5,0.0,0,300.0,24.0,3.0,4.0,0,4.0,20,0,10,20,'In Moderation'
3708,160.0,3,0.0,1.0,1.0,0.0,0,270.0,29.0,6.0,1.0,0,7.0,20,0,10,20,'In Moderation'
3709,160.0,2,0.0,0.5,0.5,0.0,0,260.0,34.0,10.0,7.0,0,4.0,20,10,0,20,'In Moderation'
3710,190.0,2,0.0,0.0,0.5,0.0,0,360.0,46.0,7.0,11.0,0,4.0,10,10,10,90,'In Moderation'
3711,150.0,2,0.5,0.5,0.5,0.0,0,200.0,29.0,4.0,9.0,0,5.0,15,0,25,25,'In Moderation'
3712,150.0,3,0.5,1.5,0.5,0.0,0,200.0,28.0,4.0,9.0,0,5.0,15,0,25,25,'In Moderation'
3713,190.0,4,2.0,1.0,0.5,0.0,0,260.0,37.0,3.0,14.0,0,4.0,20,0,10,20,'Less Often'
3714,160.0,1,0.0,0.0,0.5,0.0,0,0.0,32.0,5.0,0.0,0,5.0,0,0,20,10,'In Moderation'
3715,130.0,1,0.0,0.0,0.0,0.0,0,130.0,29.0,4.0,2.0,0,4.0,0,0,0,25,'In Moderation'
3716,140.0,3,0.5,0.0,0.0,0.0,0,105.0,26.0,0.0,13.0,0,1.0,15,0,20,10,'In Moderation'
3717,110.0,2,0.0,0.0,0.0,0.0,0,140.0,26.0,9.0,7.0,0,3.0,25,25,0,45,'In Moderation'
3718,200.0,4,0.0,1.5,1.0,0.0,0,90.0,39.0,4.0,13.0,0,5.0,10,100,100,100,'In Moderation'
3719,130.0,0,0.0,0.0,0.0,0.0,0,60.0,30.0,1.0,0.0,0,3.0,2,10,0,2,'In Moderation'
3720,100.0,2,0.0,0.5,0.5,0.0,0,80.0,19.0,3.0,0.0,0,4.0,0,0,10,40,'In Moderation'
3721,190.0,5,0.5,0.0,0.0,0.0,0,135.0,38.0,10.0,1.0,0,7.0,0,2,4,10,'In Moderation'
3722,140.0,5,0.5,0.0,0.0,0.0,0,100.0,23.0,3.0,4.0,0,3.0,0,0,0,2,'In Moderation'
3723,120.0,2,0.0,0.5,0.5,0.0,0,200.0,24.0,3.0,5.0,0,4.0,0,0,2,6,'In Moderation'
3724,160.0,2,0.0,1.0,0.5,0.0,0,270.0,33.0,3.0,13.0,0,4.0,0,0,10,20,'Less Often'
3725,150.0,3,0.5,0.0,0.0,0.0,0,0.0,27.0,3.0,1.0,0,4.0,0,0,2,8,'In Moderation'
3726,150.0,1,0.0,0.0,0.0,0.0,0,5.0,32.0,2.0,0.0,0,3.0,0,0,0,4,'In Moderation'
3727,110.0,3,0.0,0.0,0.0,0.0,0,0.0,21.0,4.0,5.0,0,4.0,0,0,2,6,'In Moderation'
3728,100.0,3,1.5,0.0,0.0,0.0,0,80.0,17.0,1.0,9.0,0,1.0,0,0,20,0,'Less Often'
3729,100.0,3,1.5,0.0,0.0,0.0,0,70.0,16.0,1.0,9.0,0,1.0,0,0,20,0,'Less Often'
3730,100.0,0,0.0,0.0,0.0,0.0,0,160.0,19.0,1.0,0.0,0,3.0,25,0,20,45,'In Moderation'
3731,130.0,0,0.0,0.0,0.0,0.0,0,170.0,29.0,1.0,14.0,0,2.0,25,0,20,45,'In Moderation'
3732,150.0,1,0.0,0.0,0.0,0.0,0,170.0,30.0,6.0,0.0,0,7.0,30,0,20,45,'In Moderation'
3733,140.0,1,0.0,0.0,0.0,0.0,0,210.0,30.0,6.0,0.0,0,7.0,30,0,30,45,'In Moderation'
3734,190.0,2,0.5,0.0,0.0,0.0,0,190.0,39.0,4.0,11.0,0,5.0,0,100,4,8,'In Moderation'
3735,210.0,2,0.5,0.0,0.0,0.0,0,190.0,43.0,5.0,11.0,0,6.0,0,100,4,10,'In Moderation'
3736,150.0,3,0.5,1.0,1.0,0.0,0,0.0,27.0,4.0,1.0,0,5.0,0,0,0,100,'In Moderation'
3737,190.0,4,0.5,0.0,0.0,0.0,0,65.0,37.0,6.0,9.0,0,6.0,0,50,4,8,'Less Often'
3738,210.0,3,0.0,0.0,0.0,0.0,0,75.0,44.0,5.0,15.0,0,4.0,0,0,2,6,'In Moderation'
3739,140.0,7,0.5,3.0,2.5,0.0,0,25.0,15.0,3.0,6.0,0,6.0,0,0,2,4,'Less Often'
3740,160.0,1,0.0,0.0,0.0,0.0,0,100.0,37.0,7.0,10.0,0,10.0,0,100,2,25,'In Moderation'
3741,200.0,2,0.0,0.0,0.0,0.0,0,160.0,43.0,4.0,18.0,0,5.0,0,100,2,25,'In Moderation'
3742,200.0,3,0.0,0.0,0.0,0.0,0,90.0,34.0,5.0,9.0,0,6.0,0,80,0,4,'In Moderation'
3743,190.0,2,0.0,0.0,0.0,0.0,0,90.0,42.0,5.0,10.0,0,5.0,0,80,2,8,'In Moderation'
3744,150.0,3,0.5,1.0,1.0,0.0,0,0.0,25.0,6.0,1.0,0,7.0,0,0,2,15,'In Moderation'
3745,190.0,2,0.0,0.0,0.0,0.0,0,90.0,42.0,5.0,10.0,0,5.0,0,80,2,8,'In Moderation'
3746,110.0,0,0.0,0.0,0.0,0.0,0,220.0,25.0,5.0,5.0,0,3.0,25,25,0,50,'In Moderation'
3747,220.0,3,1.0,0.0,0.0,0.0,0,100.0,42.0,3.0,14.0,0,5.0,15,0,2,10,'Less Often'
3748,190.0,1,0.0,0.0,0.0,0.0,0,200.0,44.0,4.0,20.0,0,3.0,15,0,0,25,'Less Often'
3749,200.0,5,1.5,0.0,0.0,0.0,0,170.0,37.0,0.0,18.0,0,2.0,10,0,10,10,'Less Often'
3750,260.0,10,2.0,0.0,0.0,0.0,0,10.0,35.0,4.0,14.0,0,6.0,0,0,4,8,'Less Often'
3751,190.0,1,0.0,0.0,0.0,0.0,0,350.0,46.0,7.0,19.0,0,4.0,15,0,2,25,'In Moderation'
3752,100.0,0,0.0,0.0,0.0,0.0,0,260.0,24.0,1.0,2.0,0,2.0,15,25,0,50,'In Moderation'
3753,120.0,2,0.0,0.0,0.0,0.0,0,220.0,26.0,1.0,13.0,0,1.0,10,10,0,50,'Less Often'
3754,240.0,6,0.0,4.0,2.0,0.0,0,120.0,41.0,4.0,15.0,0,6.0,0,0,4,12,'Less Often'
3755,210.0,6,2.0,0.0,0.0,0.0,0,180.0,37.0,0.0,16.0,0,2.0,10,0,10,10,'Less Often'
3756,100.0,2,0.0,0.0,0.0,0.0,0,140.0,18.0,3.0,0.0,0,4.0,20,0,20,20,'In Moderation'
3757,100.0,2,0.0,0.0,0.0,0.0,0,140.0,18.0,3.0,0.0,0,4.0,20,0,20,20,'In Moderation'
3758,130.0,1,0.0,0.0,0.0,0.0,0,170.0,27.0,5.0,11.0,0,2.0,10,0,0,10,'In Moderation'
3759,100.0,2,0.0,0.0,0.0,0.0,0,80.0,18.0,3.0,1.0,0,4.0,20,0,10,45,'In Moderation'
3760,100.0,4,2.0,0.0,0.0,0.0,0,115.0,40.0,0.0,6.0,0,2.0,2,2,15,15,'Less Often'
3761,150.0,3,0.5,1.0,1.0,0.0,0,0.0,27.0,3.0,1.0,0,4.0,0,0,2,8,'In Moderation'
3762,160.0,3,0.0,1.0,1.0,0.0,0,210.0,32.0,3.0,13.0,0,4.0,20,0,10,20,'In Moderation'
3763,130.0,2,0.0,0.0,1.0,0.0,0,180.0,27.0,3.0,12.0,0,3.0,20,0,10,20,'In Moderation'
3764,130.0,2,0.0,0.0,1.0,0.0,0,190.0,27.0,2.0,12.0,0,3.0,20,4,10,20,'In Moderation'
3765,130.0,2,0.0,0.0,1.0,0.0,0,180.0,27.0,2.0,12.0,0,3.0,20,2,10,20,'In Moderation'
3766,170.0,3,0.0,0.5,1.0,0.0,0,230.0,35.0,3.0,15.0,0,4.0,20,0,10,20,'In Moderation'
3767,160.0,3,0.0,0.5,1.0,0.0,0,220.0,32.0,3.0,12.0,0,4.0,20,0,10,20,'In Moderation'
3768,160.0,2,0.0,0.5,0.5,0.0,0,260.0,34.0,10.0,7.0,0,4.0,25,0,10,20,'In Moderation'
3769,130.0,1,0.0,0.0,0.0,0.0,0,180.0,27.0,5.0,11.0,0,2.0,10,0,0,10,'In Moderation'
3770,140.0,1,0.0,0.0,0.0,0.0,0,0.0,32.0,1.0,0.0,0,3.0,0,0,0,6,'In Moderation'
3771,100.0,2,0.0,0.0,0.0,0.0,0,470.0,20.0,1.0,1.0,0,3.0,0,0,10,45,'In Moderation'
3772,100.0,2,0.5,0.0,0.0,0.0,0,340.0,21.0,1.0,0.0,0,2.0,4,0,10,45,'In Moderation'
3773,100.0,0,0.0,0.0,0.0,0.0,0,310.0,22.0,1.0,0.0,0,2.0,0,0,10,45,'In Moderation'
3774,110.0,2,1.0,0.0,0.0,0.0,0,220.0,23.0,1.0,12.0,0,1.0,0,0,0,25,'Less Often'
3775,170.0,1,0.0,0.0,0.0,0.0,0,85.0,41.0,7.0,13.0,0,6.0,0,0,0,6,'In Moderation'
3776,110.0,1,0.5,0.0,0.0,0.0,0,135.0,25.0,3.0,12.0,0,1.0,10,25,0,25,'Less Often'
3777,100.0,2,1.0,0.0,0.0,0.0,0,190.0,22.0,1.0,11.0,0,1.0,0,0,0,25,'Less Often'
3778,190.0,1,0.0,0.0,0.5,0.0,0,10.0,45.0,6.0,10.0,0,5.0,0,0,2,90,'Less Often'
3779,90.0,2,1.0,0.0,0.0,0.0,0,100.0,17.0,0.0,7.0,0,2.0,0,0,0,0,'In Moderation'
3780,100.0,1,0.0,0.0,0.0,0.0,0,140.0,25.0,3.0,8.0,0,2.0,15,35,0,45,'In Moderation'
3781,190.0,3,0.5,0.0,0.0,0.0,0,120.0,39.0,5.0,9.0,0,6.0,10,0,0,25,'In Moderation'
3782,170.0,1,0.0,0.0,0.0,0.0,0,200.0,43.0,10.0,12.0,0,3.0,25,25,0,8,'In Moderation'
3783,110.0,2,0.0,0.0,0.5,0.0,0,140.0,26.0,9.0,7.0,0,3.0,25,25,0,45,'In Moderation'
3784,100.0,1,0.0,1.0,0.0,0.0,0,125.0,23.0,2.0,10.0,0,2.0,10,10,0,25,'Less Often'
3785,120.0,1,0.0,0.5,0.0,0.0,0,270.0,26.0,1.0,11.0,0,2.0,10,10,10,25,'Less Often'
3786,120.0,3,0.5,1.5,1.0,0.0,0,170.0,22.0,1.0,10.0,0,2.0,10,10,10,25,'Less Often'
3787,240.0,3,0.5,0.5,1.0,0.0,0,120.0,51.0,5.0,20.0,0,5.0,0,0,2,50,'Less Often'
3788,240.0,4,0.5,2.0,1.5,0.0,0,125.0,47.0,5.0,16.0,0,6.0,0,0,2,50,'In Moderation'
3789,120.0,2,0.0,1.5,0.0,0.0,0,180.0,25.0,0.0,8.0,0,1.0,15,10,10,45,'In Moderation'
3790,100.0,1,0.0,0.0,0.5,0.0,0,160.0,24.0,2.0,9.0,0,1.0,10,25,10,25,'In Moderation'
3791,110.0,1,0.0,0.5,0.5,0.0,0,170.0,23.0,2.0,9.0,0,2.0,10,10,10,25,'Less Often'
3792,110.0,0,0.0,0.0,0.0,0.0,0,25.0,24.0,0.0,14.0,0,2.0,15,0,0,10,'Less Often'
3793,130.0,1,0.0,0.0,0.0,0.0,0,180.0,28.0,1.0,10.0,0,2.0,15,0,0,15,'Less Often'
3794,140.0,6,4.0,0.0,0.0,0.0,0,65.0,22.0,1.0,12.0,0,2.0,0,0,2,2,'Less Often'
3795,150.0,7,3.5,0.0,0.0,0.5,0,105.0,19.0,1.0,10.0,0,3.0,0,0,2,2,'Less Often'
3796,100.0,0,0.0,0.0,0.0,0.0,0,210.0,25.0,1.0,4.0,0,2.0,15,100,0,100,'In Moderation'
3797,160.0,4,2.0,0.0,0.0,0.0,0,90.0,28.0,1.0,13.0,0,3.0,15,15,25,30,'Less Often'
3798,180.0,4,2.0,0.0,0.0,0.0,0,150.0,33.0,1.0,16.0,0,3.0,15,15,25,30,'Less Often'
3799,130.0,4,2.0,0.0,0.0,0.0,0,105.0,22.0,1.0,13.0,0,1.0,4,2,15,10,'Less Often'
3800,90.0,5,1.5,0.0,0.0,0.0,0,85.0,10.0,0.0,6.0,0,1.0,0,0,0,2,'Less Often'
3801,80.0,4,1.5,0.0,0.0,0.0,0,75.0,11.0,0.0,6.0,0,1.0,0,0,0,2,'In Moderation'
3802,190.0,4,0.0,2.0,1.0,0.0,0,135.0,36.0,4.0,12.0,0,4.0,15,0,0,90,'In Moderation'
3803,180.0,3,0.0,1.0,0.5,0.0,0,210.0,37.0,5.0,10.0,0,4.0,15,0,2,90,'In Moderation'
3804,100.0,1,0.0,0.0,0.0,0.0,0,50.0,24.0,1.0,15.0,0,2.0,10,10,0,2,'Less Often'
3805,120.0,3,0.0,1.0,1.0,0.0,0,115.0,25.0,0.0,12.0,0,2.0,15,0,0,10,'Less Often'
3806,120.0,1,1.0,0.0,0.0,0.0,0,200.0,26.0,0.0,11.0,0,1.0,15,0,0,10,'Less Often'
3807,110.0,1,0.5,0.0,0.0,0.0,0,180.0,24.0,0.0,10.0,0,1.0,15,0,0,10,'Less Often'
3808,120.0,1,0.0,0.0,0.0,0.0,0,200.0,28.0,1.0,9.0,0,2.0,10,10,10,25,'Less Often'
3809,210.0,6,1.5,3.0,1.5,0.0,0,80.0,34.0,3.0,12.0,0,4.0,0,0,6,6,'In Moderation'
3810,210.0,5,0.5,2.5,1.5,0.0,0,90.0,37.0,4.0,12.0,0,5.0,0,0,6,6,'In Moderation'
3811,160.0,3,0.5,1.0,1.0,0.0,0,0.0,26.0,5.0,0.0,0,6.0,0,0,2,6,'In Moderation'
3812,180.0,1,0.0,0.0,0.0,0.0,0,5.0,41.0,5.0,10.0,0,5.0,0,0,0,80,'Less Often'
3813,210.0,3,0.0,1.5,1.0,0.0,0,150.0,46.0,5.0,14.0,0,3.0,10,25,10,20,'In Moderation'
3814,100.0,1,0.0,0.0,0.5,0.0,0,150.0,23.0,1.0,10.0,0,1.0,10,10,10,25,'Less Often'
3815,130.0,1,0.0,0.0,0.5,0.0,0,200.0,29.0,1.0,12.0,0,1.0,10,10,10,25,'Less Often'
3816,120.0,0,0.0,0.0,0.0,0.0,0,150.0,28.0,1.0,12.0,0,1.0,10,10,0,25,'Less Often'
3817,100.0,2,0.0,0.5,0.5,0.0,0,160.0,22.0,3.0,6.0,0,1.0,10,10,10,45,'Less Often'
3818,110.0,1,0.0,0.5,0.5,0.0,0,160.0,23.0,1.0,12.0,0,1.0,10,10,10,25,'Less Often'
3819,110.0,2,0.0,1.0,0.5,0.0,0,160.0,23.0,1.0,10.0,0,1.0,10,10,10,25,'Less Often'
3820,110.0,2,0.0,0.5,0.5,0.0,0,160.0,23.0,1.0,10.0,0,1.0,10,10,10,25,'Less Often'
3821,120.0,1,0.0,0.0,0.0,0.0,0,150.0,28.0,1.0,15.0,0,1.0,10,25,0,25,'Less Often'
3822,210.0,4,0.0,0.0,0.0,0.0,0,310.0,41.0,1.0,17.0,0,3.0,10,0,0,25,'Less Often'
3823,110.0,0,0.0,0.0,0.0,0.0,0,210.0,25.0,0.0,3.0,0,2.0,10,10,0,45,'In Moderation'
3824,120.0,0,0.0,0.0,0.0,0.0,0,120.0,28.0,0.0,14.0,0,1.0,10,10,0,10,'In Moderation'
3825,150.0,3,0.5,1.0,1.0,0.0,0,0.0,27.0,4.0,1.0,0,5.0,0,0,0,10,'In Moderation'
3826,150.0,3,0.5,1.0,1.0,0.0,0,0.0,27.0,4.0,1.0,0,5.0,0,0,0,10,'In Moderation'
3827,150.0,3,0.5,1.0,1.0,0.0,0,0.0,27.0,4.0,1.0,0,5.0,0,0,0,10,'In Moderation'
3828,140.0,0,0.0,0.0,0.0,0.0,0,85.0,30.0,10.0,6.0,0,13.0,0,0,6,10,'In Moderation'
3829,190.0,3,0.0,0.0,0.0,0.0,0,95.0,36.0,8.0,0.0,0,9.0,0,0,4,10,'In Moderation'
3830,150.0,2,0.0,0.0,0.0,0.0,0,100.0,26.0,5.0,7.0,0,8.0,0,0,0,8,'In Moderation'
3831,50.0,1,0.0,0.0,1.0,0.0,0,0.0,6.0,2.0,1.0,0,4.0,0,0,0,6,'In Moderation'
3832,120.0,1,0.0,0.0,0.0,0.0,0,220.0,26.0,3.0,6.0,0,3.0,10,10,0,45,'In Moderation'
3833,120.0,0,0.0,0.0,0.0,0.0,0,160.0,25.0,2.0,6.0,0,3.0,0,0,10,45,'In Moderation'
3834,120.0,2,0.0,0.5,0.5,0.0,0,200.0,24.0,3.0,5.0,0,4.0,0,0,2,6,'In Moderation'
3835,150.0,3,0.5,1.0,1.0,0.0,0,0.0,25.0,6.0,1.0,0,7.0,0,0,2,15,'In Moderation'
3836,150.0,3,0.5,1.0,1.0,0.0,0,0.0,27.0,4.0,1.0,0,5.0,0,0,0,10,'In Moderation'
3837,60.0,0,0.0,0.0,0.0,0.0,0,0.0,11.0,1.0,0.0,0,2.0,0,0,0,25,'In Moderation'
3838,150.0,3,0.5,1.0,1.0,0.0,0,0.0,27.0,4.0,1.0,0,5.0,0,0,0,10,'In Moderation'
3839,120.0,1,0.0,0.0,0.0,0.0,0,200.0,25.0,1.0,13.0,0,2.0,10,10,10,25,'Less Often'
3840,130.0,1,0.0,0.0,0.0,0.0,0,0.0,30.0,4.0,0.0,0,5.0,0,0,0,6,'In Moderation'
3841,120.0,2,0.0,0.0,0.0,0.0,0,135.0,26.0,0.0,15.0,0,1.0,10,10,10,25,'Less Often'
3842,130.0,1,0.0,0.0,0.5,0.0,0,0.0,29.0,5.0,0.0,0,5.0,0,0,0,6,'In Moderation'
3843,130.0,1,0.0,0.0,0.0,0.0,0,150.0,28.0,1.0,15.0,0,2.0,15,25,10,25,'Less Often'
3844,130.0,1,0.0,0.0,0.0,0.0,0,0.0,27.0,1.0,0.0,0,5.0,0,0,10,60,'In Moderation'
3845,20.0,0,0.0,0.0,0.0,0.0,0,125.0,5.0,0.0,5.0,0,0.0,0,0,0,0,'More Often'
3846,5.0,0,0.0,0.0,0.0,0.0,0,240.0,1.0,0.0,0.0,0,0.0,0,0,2,0,'More Often'
3847,40.0,0,0.0,0.0,0.0,0.0,0,210.0,10.0,0.0,10.0,0,0.0,0,0,0,0,'In Moderation'
3848,40.0,0,0.0,0.0,0.0,0.0,0,210.0,10.0,0.0,10.0,0,0.0,0,0,0,0,'In Moderation'
3849,40.0,0,0.0,0.0,0.0,0.0,0,210.0,10.0,0.0,10.0,0,0.0,0,0,0,0,'In Moderation'
